tokens,ner_tags
"['Ngay' 'sau' 'khi' 'ống' 'vỡ' ',' '15' 'chàng' '""' 'Yết' 'Kiêu' '""' '('
 'đội' 'thợ' 'lặn' 'của' 'Công_ty' 'Hồng_Lĩnh' ')' 'đã' 'có_mặt' '...'
 'Khảo_sát' '.']",[0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 3 4 0 0 0 0 0 0]
"['Bấy_giờ' 'chưa' 'có' 'máy_vi_tính' ',' 'phải' 'viết_tay' ',' 'nguồn'
 'tư_liệu' 'duy_nhất' 'là' 'dựa' 'vào' 'hai' 'cuốn' 'từ_điển' 'Lào' '-'
 'Lào' 'và' 'Việt' '-' 'Việt' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 5 0 5 0 5 0]
"['""' 'Nhà_nước' 'VN' 'tái_khẳng_định' 'một_cách' 'công_khai' 'và'
 'mạnh_mẽ' 'những' 'chủ_trương' ',' 'chính_sách' 'ưu_đãi' 'của' 'Nhà_nước'
 'dành' 'cho' 'bà_con' 'Việt_kiều' '""' '-' 'Thứ_trưởng' 'ngoại_giao'
 'Nguyễn' 'Phú' 'Bình' '.']",[0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0]
"['Mức_độ' 'tinh_vi' 'của' 'nó' 'có_thể' 'đánh_lừa' 'được' 'cả' 'những'
 'tay_chơi' 'sành_điệu' ',' 'cho_dù' 'nó' 'được' 'sản_xuất' 'bởi' 'những'
 'công_nghệ' 'đơn_giản' 'nhất' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Không' 'đe_doạ' 'tính_mạng' ',' 'không' 'làm' 'ầm_ĩ' 'ở' 'cơ_quan' ','
 'không' 'lăng_mạ' 'tàn_tệ' 'mà' 'chỉ' '""' 'hướng' '""' 'cho' 'đối_thủ'
 'con' 'đường' '""' 'cút' 'khỏi' 'Hà_Nội' '""' 'thì' 'rất' 'có_thể' 'đó'
 'là' 'vợ' 'ông' 'Chương' '...']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 1 0]
"['Người' 'đầu' 'dây' 'xưng' 'là' 'thám_tử' ',' 'nói' 'Nhu' 'đến' 'đưa'
 'vợ' 'về' '.']",[0 0 0 0 0 0 0 0 1 0 0 0 0 0]
"['Đột_nhiên' 'bà' 'cười' 'sặc_sụa' ':' 'Ui' 'chao' 'là' 'hay' ',' 'bữa_tê'
 'tui' 'mời' 'một' 'anh' 'to_béo' 'đang' 'ăn' 'phở' 'mua' 'báo' ',' 'anh'
 'ta' 'quay' 'lại' 'nhìn' 'tôi' 'nói' ':' '""' 'Bà' 'lại' 'ra' 'đây' 'rồi'
 'à' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
"['Mấy' 'chị' 'sửa' 'lại' 'cái' 'áo' 'cho' 'con' ',' 'mấy' 'bà' 'lục_soạn'
 'lại' 'giỏ' 'quà' ',' 'thường' 'là' 'áo' 'lạnh' ',' 'áo' 'gối' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Đi' 'ngủ' 'cụ' 'T.' 'cũng' 'luôn' 'có' 'cái' 'chày' 'bên' 'cạnh' '.'],[0 0 0 1 0 0 0 0 0 0 0 0]
"['Ông' 'Nguyễn' 'Văn' 'Mỹ' 'ở' 'ấp' '11' 'cho' 'biết' ':' 'vì' 'xác' 'mì'
 'phải' 'chở' 'từ' 'Tây_Ninh' ',' 'Bình_Phước' 'về' 'nên' 'họ' 'tính'
 'tiền' 'xăng' '...']",[0 1 2 2 0 5 6 0 0 0 0 0 0 0 0 0 5 0 5 0 0 0 0 0 0 0]
"['Thạc' 'sẽ' 'học' 'thật' 'chăm' ',' 'thật' 'giỏi' '...' 'Nhưng' 'Thạc'
 'phải' 'ở' 'nhà' 'và' 'chuẩn_bị' 'đi' 'bộ_đội' '.']",[1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
"['Giáo_sư' 'bảo' ':' '“' 'Đã' 'có' 'lãnh_đạo' 'một' 'tỉnh' 'nọ' 'đến'
 'chỗ' 'tôi' 'định' 'chữa' 'bệnh' 'nhưng' 'vừa' 'thấy' 'một' 'người'
 'cùng' 'tỉnh' 'quen_mặt' 'là' 'lập_tức' 'quày_quả' 'bỏ' 'về' '”' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Nhưng' 'chưa' 'đến' 'nửa' 'tuần' 'thì' 'ông' 'Chương' 'đã' 'vội_vã'
 'cầu_cứu' 'Hùng' '.']",[0 0 0 0 0 0 0 1 0 0 0 1 0]
"['Tuy_nhiên' 'Hùng' 'không' 'để' 'lộ' 'nghi_vấn' 'này' 'với' 'ông'
 'Chương' 'vì' 'ba' 'lý_do' ':' 'nếu' 'Kim' 'trong_sạch' 'thì' 'sự'
 'tiết_lộ' 'của' 'Hùng' 'sẽ' 'làm' 'rạn_nứt' 'tình_cảm' 'ông' 'Chương'
 'với' 'Kim' 'khiến' 'Kim' 'hàm_oan' ';' 'nếu' 'Kim' 'là' 'thủ_phạm' 'thì'
 'điều' 'đó' 'sẽ' 'đánh_động' 'đến' 'cô' 'khiến' 'cô' 'dễ_bề' 'giấu'
 'mình' ':' 'và' 'thứ' 'ba' ',' 'cho_dù' 'ông' 'Chương' 'giấu' 'được'
 'Kim' 'thì' 'ông' 'cũng' 'bị' 'tác_động' 'mạnh' 'khiến' 'những'
 'nhận_định' ',' 'suy_đoán' 'và' 'thông_tin' 'của' 'ông' 'sau' 'này' 'sẽ'
 'kém' 'khách_quan' '.']","[0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 1 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]"
"['Trong' 'ban_chấp_hành' 'gồm' 'bảy' 'người' ',' 'Thành_đoàn' 'có' 'bốn'
 ':' 'chủ_tịch' 'Nguyễn' 'Văn' 'Quỳ' '(' 'Nông_lâm_súc' ')' ','
 'phó_chủ_tịch' 'nội_vụ' 'Huỳnh' 'Tấn' 'Mẫm' '(' 'Y_khoa' ')' ','
 'phó_tổng_thư_ký' 'Nguyễn' 'Hoàng' 'Trúc' '(' 'Nông_lâm_súc' ')' 'và'
 'thủ_quĩ' 'Nguyễn' 'Thị' 'Yến' '(' 'Văn_khoa' ')' '.']","[0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 1 2 2 0 0 0 0 0 1 2 2 0 0 0 0 0 1
 2 2 0 0 0 0]"
"['Nếu' 'đoàn' 'kiểm_tra' 'sang' ',' 'ông' 'không' 'ngại' 'về' 'nội_dung'
 'đơn' 'tố_cáo' 'nhưng' 'những' 'chuyện' 'khác' 'dù' 'lặt_vặt' 'cũng' 'có'
 'dị_nghị' ',' 'mọi' 'kế_hoạch' 'phát_triển' 'công_ty' 'sẽ' 'mất'
 'thời_cơ' ',' 'đặc_biệt' 'là' 'uy_tín' 'của' 'ông' 'có' 'vết' 'nhơ' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
"['Bàn_tay' 'chú' 'Ước' 'giờ' 'vẫn' 'còn' 'vết' 'sẹo' 'chạy' 'dài' ','
 'gân' 'bàn_tay' 'đã' 'bị' 'cắt' 'bởi' 'chỉ' 'một' 'lần' 'không' 'để_ý'
 ',' 'khi' 'mọi' 'người' 'tiêm' 'cho' 'con' 'Đen' ',' 'đầu' 'nó' 'nằm'
 'lệch' 'về' 'một' 'bên' ',' 'chú' 'đã' 'đặt' 'lại' 'cho' 'ngay_ngắn' '.']","[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]"
"['Vấn_đề' 'quan_trọng' 'là' 'làm_sao' 'để' '""' 'tiêu_hoá' '""' 'các'
 'giải_pháp' 'này' 'trên' 'thực_tế' ',' 'không_thể' 'đưa' 'ra' '10'
 'nhưng' 'chỉ' 'thực_hiện' 'có' '1' ',' '2' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Đơn_giản' 'nhất' 'là' 'bám' 'theo' 'cả' 'chục' 'kilômet' ',' 'khi' 'nào'
 'khách' 'mua' 'mới' 'thôi' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['“' 'Em' 'này' 'sành_điệu' 'lắm' ',' 'con' 'quan' ',' 'thuê' 'một' 'mình'
 'một' 'nhà' ',' 'xài' 'toàn' 'đồ' 'xịn' '”' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Chó' 'chết' ',' 'chó' 'bệnh' ',' 'thậm_chí' 'chó' 'bị' 'bọn' 'trộm'
 'đánh' 'bả' 'chết' 'đem' 'mần' 'thịt' 'cũng' 'không' 'ít' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Ông' 'vỗ' 'vai' 'hiểu' 'ý' 'và' 'bảo' ':' '“' 'Cũng' 'tuỳ' '.'],[0 0 0 0 0 0 0 0 0 0 0 0]
"['Nhóm' 'công_nhân' 'dũng_cảm' 'ấy' 'gồm' '20' 'người' 'vậy_mà' 'hầu_như'
 'nay' 'đã' 'lang_bạt' 'hết' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Chị' 'D.' 'lắc_đầu' ':' '""' 'Tội_nghiệp' 'mấy' 'đứa' 'nhỏ' ',' 'tụi'
 'nó' 'sợ' 'công_an' 'truy_quét' 'kiểm_tra' 'thấy' 'có' 'bao_cao_su'
 'trong' 'người' 'là' 'coi' 'như' 'tang_chứng' ',' 'vật_chứng' 'hành_nghề'
 'mại_dâm' 'sẽ' 'đi' 'trường' 'trại' 'ngay' ',' 'khi' 'nào' 'có' 'khách'
 'tụi' 'nó' 'mới' 'đem' 'theo' '""' '.']","[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]"
"['Đã' 'đến' 'lúc' 'chúng_ta' 'phải' 'thay_đổi' 'thái_độ' 'đối_xử' 'với'
 'các' 'con' 'sông' 'như' 'người' 'Đà_Nẵng' 'đã' 'làm' 'với' 'dòng' 'sông'
 'thân_yêu' 'của' 'mình' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0]
['Hậu_quả' 'nghiêm_trọng' 'là' 'hậu_quả' 'chất_độc' 'da_cam' '.'],[0 0 0 0 0 0 0]
"['Làng' 'chia' 'thành' 'hai' 'xóm' ':' 'một' 'xóm' 'có' '55' 'hộ' ','
 'xóm' 'kia' '22' 'hộ' ',' 'tất_cả' 'đều' 'là' 'Việt_kiều' 'về' 'từ'
 'Campuchia' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 5 0]
"['Một' 'là' 'giấy' 'chứng_thương' ',' 'hai' 'là' 'giấy' 'quyết_định'
 'phục_viên' '.']",[0 0 0 0 0 0 0 0 0 0 0]
"['Có' 'những' 'khu' 'phòng' 'trọ' 'SV' 'tôi' 'đi' 'qua' 'ban_ngày'
 'vắng_hoe' 'vì' 'SV' 'ngược_xuôi' 'tìm' 'việc' ',' 'song' 'đêm' 'về'
 'điện' 'sáng_trưng' ',' 'rộn_ràng' '!']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Tham_gia' 'cách_mạng' 'và' 'vào' 'Đảng' 'từ' 'phong_trào' 'Nam_kỳ'
 'khởi_nghĩa' '1940' ',' 'đến' 'thời_kỳ' 'tổng_khởi_nghĩa' 'tôi' 'làm'
 'bí_thư' 'quận' 'Trung' ',' 'tỉnh' 'Chợ_Lớn' '(' 'một' 'phần' 'Long_An'
 'bây_giờ' ')' '.']",[0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 5 6 0 5 6 0 0 0 5 0 0 0]
['Tôi' 'biết' 'sách' 'bán' 'được' 'mấy' 'trăm' 'ngàn' 'bản' 'rồi' '.'],[0 0 0 0 0 0 0 0 0 0 0]
"['Nếu' 'được' ',' 'mời' 'vợ_chồng' 'anh' 'Đại' 'đến' 'trang_trại' 'của'
 'chúng_tôi' '...']",[0 0 0 0 0 0 1 0 0 0 0 0]
"['Tưởng' 'khá' 'đơn_giản' 'nhưng' 'nếu' 'mua' 'của' 'nước_ngoài' 'thì'
 'rất' 'đắt' ',' 'hơn_nữa' 'cũng' 'không_thể' 'có' 'ngay' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Không' 'ai' 'nghĩ' 'thôn' 'làng' 'người' 'Kơtu' 'nơi' 'Trường_Sơn'
 'biên' 'địa' 'nay' 'lại' 'gồm' 'toàn' 'những' 'ngôi' 'nhà' 'đẹp' ','
 'kiên_cố' 'thế_này' '.']",[0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Ông' 'cười' 'chua_chát' 'kể' ':' '“' 'Bốn' 'đứa' 'đầu' 'là' 'Nhện' ','
 'Hùm' ',' 'Đèo' ',' 'Út' 'đều' 'dốt' '.']",[0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0]
"['Hai' 'vợ_chồng' 'và' 'sáu' 'đứa' 'con' 'ông' 'Mười' 'đều' 'không' 'biết'
 'chữ' '.']",[0 0 0 0 0 0 0 1 0 0 0 0 0]
"['""' 'Tôi' 'sinh' 'ra' 'ở' 'vỉa_hè' ',' 'mẹ' 'tôi' 'là' 'hoa' 'đêm' '!'
 '""' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Đi' 'qua' 'hết' 'cánh' 'đồng' 'lúa' ',' 'tôi' 'hỏi_thăm' 'đường' 'về'
 'Quỳnh_Thanh' ',' 'một' 'người' 'dân' 'bên' 'đường' 'nói' 'ngay' ':' '“'
 'Cứ' 'theo' 'đoàn' 'xe_tải' 'kia' ',' 'đi' 'độ' '2' 'cây_số' 'nữa' '...'
 '“' '.']",[0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Tôi' 'nhớ' 'mãi' 'lời' 'của' 'T.' 'về' '“' 'tụ_điểm' '”' 'ăn_chơi' 'này'
 ':' '“' 'Một' 'chốn' 'ăn_chơi' 'trên' 'đất' 'khách' 'mà' 'người' 'bán'
 ',' 'kẻ' 'mua' ',' 'người' 'thua' ',' 'kẻ' 'mất' 'đều' 'đến' 'từ' 'VN'
 '.']",[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0]
"['Đang' 'buổi' 'trưa' ',' 'cái' 'tin' 'H’Diêm' 'bỗng_nhiên' 'mà' 'chết'
 'lan' 'khắp' 'buôn' 'Kte' 'như' 'lửa' 'cháy' 'tranh' 'khô' '.']",[0 0 0 0 0 0 1 0 0 0 0 0 5 6 0 0 0 0 0 0]
"['Người' 'đàn_ông' 'không' 'thêm_bớt' 'tiếng' 'nào' ',' 'lặng_lẽ' 'nhận'
 'tiền' 'ra' 'về' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
['Cuối_cùng' 'là' 'tấn_công' 'vào' 'điện_thoại' 'của' 'Tuấn' '.'],[0 0 0 0 0 0 1 0]
"['Hai' 'năm' 'sau' ',' 'cả' 'ấp' '5' 'này' 'có' '96' 'hộ' 'dân' 'dùng'
 'nước_sạch' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Trước' 'khi' 'xuất_phát' 'các' 'thám_tử' 'được' 'xác_định' ':' 'tên'
 'theo_dõi' 'ông' 'Chương' 'này' 'vô_cùng' 'quan_trọng' '.']",[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
"['Sau' 'cơn' 'bão' 'ấy' 'số' 'ngư_phủ' 'theo' 'nghề' 'thúng' 'giảm' 'rất'
 'nhiều' ',' 'không' 'phải' 'họ' 'bỏ' 'nghề' 'mà' 'là' 'chết' 'và'
 'mất_tích' 'trong' 'cơn' 'bão' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['-' 'TP.' 'HCM' '""' 'bỏ_lửng' '""' 'những' 'người' 'dùng' 'thuốc_lắc']",[0 5 6 0 0 0 0 0 0 0]
"['Buổi' 'chiều' 'đầu_tiên' 'ra' 'đất' 'Bố_Trạch' ',' 'khi' 'tôi' 'đến'
 'nhà' ',' 'vừa' 'lúc' 'Hoàng' 'theo' 'bố' 'và' 'em_trai' 'vào'
 'Bệnh_viện' 'Đồng_Hới' 'thăm' 'mẹ' 'và' 'về' 'quê' 'nội' 'để' 'thăm'
 'ông' 'nội' '.']",[0 0 0 0 0 5 0 0 0 0 0 0 0 0 1 0 0 0 0 0 5 6 0 0 0 0 0 0 0 0 0 0 0]
"['Học' 'xong' ',' 'vừa' 'từ' 'Úc' 'quay' 'về' ',' 'Thành' 'vấp' 'phải'
 'một' 'khủng_hoảng' 'trong' 'sáu' 'tháng' 'đầu_tiên' ':' 'sản_phẩm'
 'nhuộm' 'tóc' 'Sunsilk' 'vốn' 'thành_công' 'rực_rỡ' 'ở' 'Thái_Lan' 'lại'
 'thất_bại' 'nặng_nề' 'tại' 'thị_trường' 'TP.' 'HCM' '.']",[0 0 0 0 0 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 5 6 0]
"['Nguyễn' 'Văn' 'Thạc' 'sinh' 'năm' '1952' 'tại' 'làng' 'Bưởi' ','
 'Hà_Nội' 'trong' 'một' 'gia_đình' 'thợ_thủ_công' '.']",[1 2 2 0 0 0 0 5 6 0 5 0 0 0 0 0]
"['Chiếc' 'đĩa_hát' 'đang' 'quay' 'một' 'bản_nhạc' 'quen_thuộc' '-' 'Dòng'
 'Danube' 'xanh' '...']",[0 0 0 0 0 0 0 0 0 5 0 0]
"['Bộ' 'phim' 'này' 'như' 'một' 'điểm' 'nhấn' 'vô_giá' 'trong' '4.000'
 'thước' 'phim' 'của' 'những' 'nhà' 'làm' 'báo_hình' 'thuộc' 'đơn_vị'
 'điện_ảnh' '-' 'nhiếp_ảnh' 'Khu' '9' 'thực_hiện' 'thời' 'chiến_tranh'
 'chống' 'Mỹ' ',' 'nhưng' 'để' 'có' 'nó' ',' '19' 'phóng_viên' 'đã' 'ngã'
 'xuống' '...']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 6 0 0 0 0 5 0 0 0 0 0 0 0 0
 0 0 0 0]"
['Ý_kiến' 'bạn_đọc' 'về' 'hành_trình' 'tìm' 'Nguyễn' 'Trung' 'Hiếu' '.'],[0 0 0 0 0 1 2 2 0]
"['Trước' 'tình_cảnh' 'ấy' ',' 'bác_sĩ' 'Thanh' '-' 'người' 'cùng'
 'khu_phố' '-' 'đã' 'bỏ' 'công' 'khám' 'bệnh' ',' 'cho' 'thuốc' 'miễn_phí'
 '.']",[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Bốn' 'con' 'chó' 'được' 'đặt' 'ngay' 'trên' 'nền' 'nhà' 'dơ_bẩn' ','
 'ướt' 'nhèm_nhẹp' 'do' 'nước' 'và' 'lông' 'chó' 'quyện' 'vào' 'nhau' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Từ' 'chiến_dịch' '“' 'Malsindo' '”' 'đến' '“' 'Những' 'con' 'mắt' 'trên'
 'không' '”']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Hắn' 'đã' 'lập' 'gia_đình' ',' 'nhưng' 'cái' 'gia_đình' 'ấy' 'đã'
 'tan_vỡ' '.']",[0 0 0 0 0 0 0 0 0 0 0 0]
"['Tôi' 'đã' 'trải' 'qua' 'những' 'ngày' 'buồn_tủi' ',' 'khổ_cực' ','
 'không' 'có' 'tương_lai' 'và' 'đầy' 'nước_mắt' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Khách' 'từ' 'miền' 'Nam' 'ra' '.'],[0 0 5 6 0 0]
"['Một' 'thanh_niên' 'đang' 'lơ_đãng' 'ngồi' 'hút' 'thuốc' 'dưới' 'sàn'
 'nhà' 'nghe' 'hỏi' 'nhà_mồ' 'của' 'buôn' 'thì' 'tỏ' 'ra' 'ngạc_nhiên' ':'
 '“' 'Buôn' 'mình' 'không' 'còn' 'nhà_mồ' ',' 'chỉ' 'có' 'nghĩa_địa'
 'thôi' '’' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Thương' 'N.' 'Anh' 'thật' 'nhiều' 'mà' 'không' 'biết' 'nói' 'sao' ','
 'không' 'biết' 'làm' 'sao' 'cả' '.']",[0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Chính' 'trong' 'những' 'ngày' 'đào' 'hầm' 'đánh' 'giặc' 'đó' ',' 'nhiều'
 'chàng' 'trai' 'cô' 'gái' 'đã' 'hiểu' 'nhau' ',' 'thương_yêu' 'nhau' ','
 'lấy' 'nhau' 'để' 'cả' 'nhà' 'cùng' 'đào' 'hầm' 'đánh' 'giặc' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Khi' 'mục_đích' 'khủng_bố' 'ông' 'Chương' 'là' 'để' 'ông' 'Chương' '""'
 'không' 'muốn' 'ở' 'Hà_Nội' '""' 'đã' 'đạt' 'được' 'thì' 'chắc_chắn' 'họ'
 'sẽ' 'không' 'khủng_bố' 'nữa' 'mà' 'xoay' 'sang' 'chiêu_thức' 'khác' '.']",[0 0 0 0 1 0 0 0 1 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Ở' 'nơi' 'xa_xôi' 'hẻo_lánh' 'này' ',' 'những' 'sự' 'dạy_dỗ' 'cao_siêu'
 'chẳng' 'có' 'chút' 'giá_trị' 'nào' ',' 'bà_con' 'chỉ' 'nhìn' 'vào'
 'những' 'gì' 'các' 'anh' 'làm' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Ngoài' 'phía' 'biển' ',' 'sau' 'năm' '2001' ',' 'khi' 'ngành' 'thuỷ_sản'
 'hoàn_thành' 'đề_tài' 'thực_nghiệm' 'nuôi' 'tôm' 'trên' 'cát' 'bằng'
 'vật_liệu' 'chống' 'thấm' 'rẻ' 'tiền' ',' 'nhiều' 'hộ' 'đã' 'đầu_tư'
 'hàng' 'trăm' 'triệu' 'đồng' 'đào' 'hồ' ',' 'mua' 'con_giống' 'thả'
 'nuôi' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]"
"['Lập_tức' 'qua' 'điện_thoại' ',' 'ông' 'Nguyễn' 'Hữu' 'Cầu' ','
 'giám_đốc' 'Chi_nhánh' 'Cấp_nước' 'TĐ' '-' 'BH' ',' 'cho' 'mở' 'nước'
 'chạy' 'thử' '.']",[0 0 0 0 0 1 2 2 0 0 3 4 4 4 4 0 0 0 0 0 0 0]
"['Anh' 'Nguyễn' 'Huy' 'Hoàng' ',' 'chủ_tịch' 'Hội' 'SV' 'Học_viện'
 'Hành_chính' 'quốc_gia' ',' 'cụ_thể' 'hơn' ':' 'Với' 'những' 'SV' 'ở'
 'lại' 'trường' ',' 'Hội' 'SV' 'sẽ' 'tổ_chức' 'cho' 'các' 'bạn' 'những'
 'chương_trình' 'vui_chơi' 'đón' 'tết' '.']",[0 1 2 2 0 0 3 4 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Dùng' 'sức_mạnh' 'pháp_luật' 'hay' 'cơ_bắp' 'với' 'Thư' 'cũng' 'không'
 'ổn' '.']",[0 0 0 0 0 0 1 0 0 0 0]
"['Từ' 'lúc' 'ấy' ',' 'những' 'người' 'ở' 'lại' 'đếm' 'từng' 'giây' ','
 'từng' 'phút' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Trong' 'thời_gian' 'chờ' 'mẹ' 'sang_tên' ',' 'Tùng' 'vẫn' 'học' 'khá'
 'tử_tế' '.']",[0 0 0 0 0 0 1 0 0 0 0 0]
"['Chẳng_là' 'bên' 'anh' 'có' 'nợ' 'một' 'người' 'bạn' '200.000' 'đồng' '('
 'tương_đương' '20' 'cây' 'vàng' ')' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Ngày' 'ấy' ',' 'dưới' 'mắt' 'thế_hệ' 'chúng_tôi' '...']",[0 0 0 0 0 0 0 0]
"['Một' 'mũi' 'bộ_binh' 'Mỹ' 'có' 'trên' '10' 'xe_tăng' 'yểm_hộ' 'từ' 'Bến'
 'Cát' '(' 'Bình_Dương' ')' 'vượt' 'sông' 'Sài_Gòn' 'đánh' 'thẳng' 'vào'
 'Bàu' 'Cạp' '.']",[0 0 0 5 0 0 0 0 0 0 5 6 0 5 0 0 5 6 0 0 0 5 6 0]
"['Kết_thúc' 'buổi' 'thi' 'thứ' 'ba' ',' 'quay' 'lại' 'thăm' 'các' 'phòng'
 'trọ' 'tôi' 'đã' 'thấy' 'các' 'túi_xách' ',' 'vali' 'xếp_đặt' 'gọn_gàng'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Chiếc' 'xe' 'của' 'Hải' 'đi' 'cũng' 'do' 'chồng' 'bà' 'đứng_tên' 'mua'
 'giúp' '...']",[0 0 0 1 0 0 0 0 0 0 0 0 0]
"['Những' 'tài_liệu' 'quá' 'dày' 'hoặc' 'nhiều' 'lĩnh_vực' ',' 'thầy'
 'Hùng' 'phân' 'cho' 'từng' 'nhóm' 'đọc' 'từng' 'lĩnh_vực' 'rồi'
 'truyền_đạt' 'lại' '.']",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
"['Trời' 'ạ' ',' 'người' 'ngư_phủ' 'đang' 'đứng' 'chòng_chành' 'trên'
 'chiếc' 'thúng' 'lại' 'là' 'người' 'quen' 'cũ' ':' 'Phan' 'Thanh' 'Hoàng'
 '-' 'một' 'người' 'bạn' 'học' 'thời' 'phổ_thông' 'của' 'tôi' '!']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0]
"['Uống' 'chừng' 'nửa' 'chai' ',' 'Daisy' 'bắt_đầu' 'rờ_rẫm' 'đùi' 'tôi'
 '.']",[0 0 0 0 0 1 0 0 0 0 0]
